namespace,symbol,type,keyword
clojure.java.io,make-writer,function,:FUNCTION
clojure.java.io,output-stream,function,:FUNCTION
clojure.java.io,reader,function,:FUNCTION
clojure.java.io,resource,function,:FUNCTION
clojure.java.io,writer,function,:FUNCTION
clojure.java.javadoc,*core-java-api*,dynamic,[unknown]
clojure.java.javadoc,*feeling-lucky*,dynamic,[unknown]
clojure.java.javadoc,*feeling-lucky-url*,dynamic,[unknown]
clojure.java.javadoc,*local-javadocs*,dynamic,[unknown]
clojure.java.javadoc,*remote-javadocs*,dynamic,[unknown]
clojure.java.javadoc,add-local-javadoc,function,[unknown]
clojure.java.javadoc,add-remote-javadoc,function,[unknown]
clojure.java.javadoc,javadoc,function,[unknown]
clojure.java.shell,*sh-dir*,dynamic,[unknown]
clojure.java.shell,*sh-env*,dynamic,[unknown]
clojure.java.shell,sh,function,[unknown]
clojure.java.shell,with-sh-dir,macro,[unknown]
clojure.java.shell,with-sh-env,macro,[unknown]
clojure.main,demunge,function,[unknown]
clojure.main,load-script,function,[unknown]
clojure.main,main,function,[unknown]
clojure.main,repl,function,[unknown]
clojure.main,repl-caught,function,[unknown]
clojure.main,repl-exception,function,[unknown]
clojure.main,repl-prompt,function,[unknown]
clojure.main,repl-read,function,[unknown]
clojure.main,repl-requires,unknown,[unknown]
clojure.main,root-cause,function,:FUNCTION
clojure.main,skip-if-eol,function,[unknown]
clojure.main,skip-whitespace,function,[unknown]
clojure.main,stack-element-str,function,[unknown]
clojure.main,with-bindings,macro,:KEYWORD3
clojure.main,with-read-known,macro,[unknown]
clojure.pprint,*print-base*,dynamic,:KEYWORD4
clojure.pprint,*print-miser-width*,dynamic,:KEYWORD4
clojure.pprint,*print-pprint-dispatch*,dynamic,:KEYWORD4
clojure.pprint,*print-pretty*,dynamic,:KEYWORD4
clojure.pprint,*print-radix*,dynamic,:KEYWORD4
clojure.pprint,*print-right-margin*,dynamic,:KEYWORD4
clojure.pprint,*print-suppress-namespaces*,dynamic,:KEYWORD4
clojure.pprint,cl-format,function,:FUNCTION
clojure.pprint,code-dispatch,unknown,:FUNCTION
clojure.pprint,formatter,macro,:FUNCTION
clojure.pprint,formatter-out,macro,:FUNCTION
clojure.pprint,fresh-line,function,:FUNCTION
clojure.pprint,get-pretty-writer,function,:FUNCTION
clojure.pprint,pp,macro,:FUNCTION
clojure.pprint,pprint,function,:FUNCTION
clojure.pprint,pprint-indent,function,:FUNCTION
clojure.pprint,pprint-logical-block,macro,:FUNCTION
clojure.pprint,pprint-newline,function,:FUNCTION
clojure.pprint,pprint-tab,function,:FUNCTION
clojure.pprint,print-length-loop,macro,:FUNCTION
clojure.pprint,print-table,function,:FUNCTION
clojure.pprint,set-pprint-dispatch,function,:FUNCTION
clojure.pprint,simple-dispatch,unknown,:FUNCTION
clojure.pprint,with-pprint-dispatch,macro,:FUNCTION
clojure.pprint,write,function,:FUNCTION
clojure.pprint,write-out,function,[unknown]
clojure.reflect,->AsmReflector,function,[unknown]
clojure.reflect,->Constructor,function,[unknown]
clojure.reflect,->Field,function,[unknown]
clojure.reflect,->JavaReflector,function,[unknown]
clojure.reflect,->Method,function,[unknown]
clojure.reflect,ClassResolver,unknown,[unknown]
clojure.reflect,Reflector,unknown,[unknown]
clojure.reflect,TypeReference,unknown,[unknown]
clojure.reflect,do-reflect,function,[unknown]
clojure.reflect,flag-descriptors,unknown,[unknown]
clojure.reflect,map->Constructor,function,[unknown]
clojure.reflect,map->Field,function,[unknown]
clojure.reflect,map->Method,function,[unknown]
clojure.reflect,reflect,function,[unknown]
clojure.reflect,resolve-class,function,[unknown]
clojure.reflect,type-reflect,function,[unknown]
clojure.reflect,typename,function,[unknown]
clojure.repl,apropos,function,[unknown]
clojure.repl,demunge,function,[unknown]
clojure.repl,dir,macro,[unknown]
clojure.repl,dir-fn,function,[unknown]
clojure.repl,doc,macro,[unknown]
clojure.repl,find-doc,function,[unknown]
clojure.repl,pst,function,[unknown]
clojure.repl,root-cause,function,:FUNCTION
clojure.repl,set-break-handler!,function,[unknown]
clojure.repl,source,macro,[unknown]
clojure.repl,source-fn,function,[unknown]
clojure.repl,stack-element-str,function,[unknown]
clojure.repl,thread-stopper,function,[unknown]
clojure.set,difference,function,:FUNCTION
clojure.set,index,function,:FUNCTION
clojure.set,intersection,function,:FUNCTION
clojure.set,join,function,:FUNCTION
clojure.set,map-invert,function,:FUNCTION
clojure.set,project,function,:FUNCTION
clojure.set,rename,function,:FUNCTION
clojure.set,rename-keys,function,:FUNCTION
clojure.set,select,function,:FUNCTION
clojure.set,subset?,function,:LITERAL3
clojure.set,superset?,function,:LITERAL3
clojure.set,union,function,:FUNCTION
clojure.stacktrace,e,function,:FUNCTION
clojure.stacktrace,print-cause-trace,function,:FUNCTION
clojure.stacktrace,print-stack-trace,function,:FUNCTION
clojure.stacktrace,print-throwable,function,:FUNCTION
clojure.stacktrace,print-trace-element,function,:FUNCTION
clojure.stacktrace,root-cause,function,:FUNCTION
clojure.string,blank?,function,:LITERAL3
clojure.string,capitalize,function,:FUNCTION
clojure.string,escape,function,:FUNCTION
clojure.string,join,function,:FUNCTION
clojure.string,lower-case,function,:FUNCTION
clojure.string,re-quote-replacement,function,:FUNCTION
clojure.string,replace,function,:FUNCTION
clojure.string,replace-first,function,:FUNCTION
clojure.string,reverse,function,:KEYWORD3
clojure.string,split,function,:FUNCTION
clojure.string,split-lines,function,:FUNCTION
clojure.string,trim,function,:FUNCTION
clojure.string,trim-newline,function,:FUNCTION
clojure.string,triml,function,:FUNCTION
clojure.string,trimr,function,:FUNCTION
clojure.string,upper-case,function,:FUNCTION
clojure.template,apply-template,function,[unknown]
clojure.template,do-template,macro,[unknown]
clojure.test,*initial-report-counters*,dynamic,[unknown]
clojure.test,*load-tests*,dynamic,[unknown]
clojure.test,*report-counters*,dynamic,[unknown]
clojure.test,*stack-trace-depth*,dynamic,[unknown]
clojure.test,*test-out*,dynamic,[unknown]
clojure.test,*testing-contexts*,dynamic,[unknown]
clojure.test,*testing-vars*,dynamic,[unknown]
clojure.test,are,macro,:FUNCTION
clojure.test,assert-any,function,:FUNCTION
clojure.test,assert-expr,unknown,:FUNCTION
clojure.test,assert-predicate,function,:FUNCTION
clojure.test,compose-fixtures,function,:FUNCTION
clojure.test,deftest,macro,:KEYWORD1
clojure.test,deftest-,macro,:KEYWORD1
clojure.test,do-report,function,[unknown]
clojure.test,file-position,function,[unknown]
clojure.test,function?,function,:LITERAL3
clojure.test,get-possibly-unbound-var,function,[unknown]
clojure.test,inc-report-counter,function,[unknown]
clojure.test,is,macro,:FUNCTION
clojure.test,join-fixtures,function,:FUNCTION
clojure.test,report,dynamic,[unknown]
clojure.test,run-all-tests,function,[unknown]
clojure.test,run-tests,function,[unknown]
clojure.test,set-test,macro,[unknown]
clojure.test,successful?,function,:LITERAL3
clojure.test,test-all-vars,function,[unknown]
clojure.test,test-ns,function,[unknown]
clojure.test,test-var,function,[unknown]
clojure.test,test-vars,function,[unknown]
clojure.test,testing,macro,:FUNCTION
clojure.test,testing-contexts-str,function,[unknown]
clojure.test,testing-vars-str,function,[unknown]
clojure.test,try-expr,macro,:FUNCTION
clojure.test,use-fixtures,unknown,:FUNCTION
clojure.test,with-test,macro,:KEYWORD3
clojure.test,with-test-out,macro,:KEYWORD3
clojure.walk,keywordize-keys,function,:FUNCTION
clojure.walk,macroexpand-all,function,:FUNCTION
clojure.walk,postwalk,function,:FUNCTION
clojure.walk,postwalk-demo,function,:FUNCTION
clojure.walk,postwalk-replace,function,:FUNCTION
clojure.walk,prewalk,function,:FUNCTION
clojure.walk,prewalk-demo,function,:FUNCTION
clojure.walk,prewalk-replace,function,:FUNCTION
clojure.walk,stringify-keys,function,:FUNCTION
clojure.walk,walk,function,:FUNCTION
clojure.xml,*current*,dynamic,:KEYWORD4
clojure.xml,*sb*,dynamic,:KEYWORD4
clojure.xml,*stack*,dynamic,:KEYWORD4
clojure.xml,*state*,dynamic,:KEYWORD4
clojure.xml,attrs,unknown,:FUNCTION
clojure.xml,content,unknown,:FUNCTION
clojure.xml,content-handler,unknown,:FUNCTION
clojure.xml,element,unknown,:FUNCTION
clojure.xml,emit,function,:FUNCTION
clojure.xml,emit-element,function,:FUNCTION
clojure.xml,parse,function,:FUNCTION
clojure.xml,startparse-sax,function,:FUNCTION
clojure.xml,tag,unknown,:FUNCTION
clojure.zip,append-child,function,:FUNCTION
clojure.zip,branch?,function,:LITERAL3
clojure.zip,children,function,:FUNCTION
clojure.zip,down,function,:FUNCTION
clojure.zip,edit,function,:FUNCTION
clojure.zip,end?,function,:LITERAL3
clojure.zip,insert-child,function,:FUNCTION
clojure.zip,insert-left,function,:FUNCTION
clojure.zip,insert-right,function,:FUNCTION
clojure.zip,left,function,:FUNCTION
clojure.zip,leftmost,function,:FUNCTION
clojure.zip,lefts,function,:FUNCTION
clojure.zip,make-node,function,:FUNCTION
clojure.zip,next,function,:FUNCTION
clojure.zip,node,function,:FUNCTION
clojure.zip,path,function,:FUNCTION
clojure.zip,prev,function,:FUNCTION
clojure.zip,remove,function,:FUNCTION
clojure.zip,replace,function,:FUNCTION
clojure.zip,right,function,:FUNCTION
clojure.zip,rightmost,function,:FUNCTION
clojure.zip,rights,function,:FUNCTION
clojure.zip,root,function,:FUNCTION
clojure.zip,seq-zip,function,:FUNCTION
clojure.zip,up,function,:FUNCTION
clojure.zip,vector-zip,function,:FUNCTION
clojure.zip,xml-zip,function,:FUNCTION
clojure.zip,zipper,function,:FUNCTION
